language,script,country,region_dialect,source_type,source_ref,collection_date,text,domain,topic,theme,sensitive_characteristic,safety_flag,pii_removed,collector_id,id,notes
Hausa,latin,Nigeria,Kano,web_public,https://gidanlabarai.blogspot.com/,2026-03-06,"Rikicin tsufa ya maki yawa wllh"" El-ameen yace ""Kyalesa kawai Hajja ta so mu je kar ayi ba ke"" Junaid yace ""Allah kar ta xo min don rufe kofata xan yi"" daga haka ya nufi kofa, El-Ameen ya bi bayansa yana dariya, ta tsuke fuska ta bi su da kallo tace ""Wahalallu ko uwar me xasu ban da Allah bai ban ba, kuma naga dai gidan d'ana ne yau nace duk ya kora ku wllh ta xauna!"" Mumy tayi murmushi ta koma kitchen",culture_and_religion,Conversation about visiting someone,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Kano,web_public,https://gidanlabarai.blogspot.com/,2026-03-06,"Ya aikin?"" El-Ameen yace ""Alhmdllh Abba, ya hanya?"" Abba yace ""Alhmdllh mun gode Allah, jiya mun yi waya da Alhaji Mahmoud yace xae tafi Germany gobe"" El- Ameen yace ""Ehh gobe xae tafi"" Abba yace ""Maa sha Allah, Allah ya tsare"" Junaid ya kalli Abbansa yace ""Barka da dawowa Abba"" Abba yace ""Yauwa Ahmad, how yhu?"" Junaid ya shafa kansa yace ""Alhmdllh Abba, ya hanya?"" Hajiya ta d'an tabe baki ta mike, Umma ma ta mike ta fice daga palon",livelihoods_and_work,Travel to Germany,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Kano,web_public,https://gidanlabarai.blogspot.com/,2026-03-06,"Hajja ta bi su da kallo sannan tayi tsaki ta maida dubanta kan Abba tace ""Ni dai Muhammadu matan nan naka basa min abun arxiki wllh, tun da na xo ko ruwan su ban gani ba sai daxu da safe, Amina kadae ce 'yar arxiki take ta dawainiya da ni"" siririn tsaki can kasa Sadiya ta ja tana hararan Hajja ta gefen ido ta mike ta fice daga palon",culture_and_religion,Family and social relationships,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Kano,web_public,https://gidanlabarai.blogspot.com/,2026-03-06,"Toh Muhammadu ya fito ayi ta ta kare yau, duk ko wannensu ya kwashe agololinsa a gidan nan don ba gidan ubansu bane nan din, shima maganinsa knn da auren xawarawa, haka kawae xa a sa mashi 'ya ya a gaba, kuma bari kiji abinda baki sani ba Bilki, wllh Khadija ta fi kusanci da Ahmadu a kan da warcan bakar yar taki a gidan nan, don uba daya ba wasa bane"" ae sum sum Hajiya Fatee ta bar wajen, Mumy ce ta fito jin hayaniya ta karaso da sauri tana tambayar abinda ya faru, Hajja ta shiga mata bayani cikin fada, shiru Mumy tayi tana kallon Junaid, Umma ta fixgi hannun Suhaima suka bar wajen tana huci, Hajja tace ""haka kawae, xata kawo mana agola a gida ta adaddabe mu, ita ma wancan mai kama da kutaren ma haka ta kawo nata agolar, duk an cika masa gida da agololi,"" juyawa tayi tana kallon Khadija tace ""Toh wllh ki rike d'an uwanki, don shine dolen ki kuma kun fi kusanci da shi akan wancan bakar don uba daya ba wasa bane"" tana kai wa nan ta nufi bangarenta kamar xata tashi sama, Humainah dake tsaye balcony tana kallon film din sae dariya take, Fitowa Khadija tayi daga palon ta bi bayan Hajja don tasan ko hauka take baxa ta nufi sashinsu yanxu ba, Mumy ta sauke ajiyar xuciya ta karasa cikin palon Junaid ya bi bayanta, a hankali ta soma magana tace ""Ahmad ina raba ka da shiga tsabgan mutanen nan baka ji koh, ba sonka suke ba kai kanka ka sani, ina ruwanka da shiga tsakanin Khadija da 'yar uwarta?"" Junaid yace ""Marinta fa tayi Mumy"" Mumy tace ""koma dai meye ni dae ka kiyaye su bbu ruwanka da su, tsakanin ka da Khadija daban tsakanin Khadija da Suhaima daban"" yace ""Toh shknn Mumy kiyi hakuri,"" juyawa tayi ta fita daga palon, ya koma ya xauna yana kallon agogo don duk ya kagu ya fita xuwa gidan El-Ameen",culture_and_religion,Family and marriage,public_interest,,sensitive,false,,,
Hausa,latin,Nigeria,Standard,web_public,https://gidanlabarai.blogspot.com/,2026-03-06,"Har bacci ya fara daukansa yaji ana buga kujerar da yake kwance kai, ya bude ido da sauri ya ga Humainah tsaye kansa, mikewa xaune yayi, ta rufe bakinta da hannu tana 'yar dariya tace ""Dama haka kake bacci baki bude"" shafa kansa yayi yyi saurin fixgota ya xaunar da ita kasa, kara tayi tana kiran Hajja, ya hade rai yace ""me ya shigo da ke Palo na?"" A rikice tace ""wllh Abba ne yace in kira ka"" yace ""A bude kika ga baki na?"" Da sauri tace ""A'a wasa nake"" daga hannu yayi kamar xae kai mata duka ta boye fuskarta tana kiran Hajja, ya saketa yace ""Ashe fitsarar ta karya kike yi"" shiru tayi bata ce komae ba, ya mike ya nufi kofa, ta bi sa da harara, yana fita ta sa dariya, mikewa tayi tana kare ma palon kallo ko ina tsaf kamar na mace ga kamshi ya kama palon sosai, bedroom dinsa ta nufa, nan ma very neat ta rike kugu tana bin ko ina da kallo ganin how over tidy it is ga kamshi me ddi dake tashi, ta nufi gaban madubi tana kallon turarruka masu tsadan gaske dake jere gaban mirrorn, daukansu ta shiga yi da daddaya tana fesawa don jin irin kamshin su, kala biyu ta dauka ta fito daga dakin da sauri ta fita daga palon ta ja masa kofa, part din Hajja tayi da saurinta",household_and_care,sleeping and conversation,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Kano,web_public,https://gidanlabarai.blogspot.com/,2026-03-06,"Mama jummai yace ta tafi ta canxa mata kaya bayan ta gama gyara gun da ta bata, mama tayi shiru sae kuma tace ""Naga idonta biyu fa"" El-Ameen yayi dariya ya xauna yace ""ae bata komae mama, shi yasa nace ki tafi ki canxa mata, kar ki samu damuwa bbu abinda xata maki, tana da nutsuwa sosai"" mama jummai bata musa ba ta nufi sama cikin rashin kuxari",household_and_care,Family conversation,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Kano,web_public,https://gidanlabarai.blogspot.com/,2026-03-06,"B'atan hanya kayi captain?"" Junaid yace ""No!"" Faisal yayi dariya yace ""A'a kae dai fadi gskya, ko wajen El-Ameen xaka yi ka mance ka yo nan"" Junaid yace ""What ever, Mama fa?"" Faisal yace ""Tana kano jiya ta tafi"" Junaid yace ""Allah dawo da ita lfya, kana ta shagalin ka da 'yan mata abin ka"" faisal yayi dariya ya dawo kusa da shi yace ""Kai aure ma ni xanyi fa yanxu"" junaid ya kallesa yace ""da gaske?"" Faisal yyi kwafa yace ""Stay there kai da El-Ameen kuna hauka sae kun ji ma an sa min rana soon"" murda kofar dakin aka yi duk suka juya suna kallon kofar El-Ameen ya shigo, faisal ya d'an bude ido yace ""Show!",culture_and_religion,conversation between friends,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Kano,web_public,https://gidanlabarai.blogspot.com/,2026-03-06,"Kwanciya Junaid yayi bayan ya gaida Mumy, Mumy ta xauna tana kallonsa tace ""Ga lunch dinka a dinning"" yace ""Toh Mumy,"" Humainah ce ta fito daga kitchen ta shigo palon tace ""Na gama Mumy"" Mumy tace ""Sannu Humainah, dauko ma yayanki abincinsa a dinning"" ta juya ta tafi dinning din ta dauko warmer biyu, daya me dauke da jollof rice daya kuma farfesun naman rago, ta dauki plate da spoon ta dawo palon ta dire gaban Junaid dake kwance har lkcn idonsa lumshe, ta mike ta koma ta dauko drink da ruwa sae cup ta dawo ta ajiye, Mumy tace ""Toh tashi ka ci abincin mana"" mikewa xaune yayi yana kallon Humainah dake durkushe wajen har lkcn ya hade rai, ita ma haka, harara ya galla mata yace ""ke wa yace ki shiga dakina ki dauki turare"" ta tabe baki tace ""Toh meye?",household_and_care,Family mealtime,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Kano,web_public,https://gidanlabarai.blogspot.com/,2026-03-06,"Yaran nan sun raina ni wllh, don uwarta ni din sa'arta ce da xan aika tayi min abu ta share ki tana wake wake?"" Kofa ta nufa kamar xata tashi sama, Junaid ya mike ya bi bayanta yace ""Tsaya Hajja, me kika sata?"" Tana huci ta juyo tace ""Ca nayi ta min dafadukan taliya shi ke raina yanxu don Amina shinkafa tayi kamar ko da yaushe, ita bata da girki sai na shinkafa kullum"" Junaid ya hade rai yace ""Ita mum din tawa, Toh su wa ennan na palon naki me suke yi da baxa su maki ba"" Hajja tayi tsaki tace ""Xancen banxa, toh ban yi niyyan sa su ba, ko da yanda xaka yi da ni ne"" tana kai wa nan ta nufi part din Hajiya da sauri, ya d'an tabe baki ya juya yana kallon Humainah yace ""Sannu da hadi, ke baki iya taliyar ba sae kin je dauko magana koh?"" Ta turo baki tace ""Ae dai ba ni nace tayi ba, aikena aka yi"" yace ""Xaki yi bayani idan na kama ki ne"" dauke kai tayi ya juya yayi wucewar sa, Khadija tayi dariya tace ""Bari in je inyi kallo"" Ana kiraye kirayen Magrib Junaid ya fito part dinsa sanye da jallabiya milk colour, dai dai nan Humainah da fatima suka fito daga part din Mumy, Humainah tace ""Masallaci xaka ya Ahmad"" Ya harareta yace ""A'a office xan je"" bae jira cewar ta ba ya kara gaba",household_and_care,Family conflict and gossip,stereotypes,gender,sensitive,false,,,
Hausa,latin,Nigeria,Standard,web_public,https://gidanlabarai.blogspot.com/,2026-03-06,Atm machine ya fara tsayawa ya cire kudi ya siya fruits nan wajajen sannan ya koma mota ya dau hanyar gidan El-Ameen,livelihoods_and_work,ATM machine transaction,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Kano,web_public,https://gidanlabarai.blogspot.com/,2026-03-06,"Junaid na isa layinsu ya kira Abdul don ya fito ya karbi motar sa, Abdul ya fito yayi instructing mai gadinsu ya bude gate, yana budewa Junaid ya shiga yayi masa parking a parking lot din gidan sannan ya fito ya mika masa makullinsa yace ""Thanks Abdul, sae da safe",livelihoods_and_work,"Car pickup, instruction",public_interest,,safe,false,,,
Hausa,latin,Nigeria,Kano,web_public,https://gidanlabarai.blogspot.com/,2026-03-06,"Humainah ce tsaye bakin tap tana diban ruwa, ta bi sa da kallo tace ""Daga ina kake ya Ahmad"" ba tare da ya kalli inda take ba yace ""Inda kika aike ni"" dariya tayi tace ""Mumy fa na ta neman ka"" dawowa yayi da sauri wajenta yace ""Kice Wllh, tun yaushe?"" ta kyalkyale da dariya tace ""Tsaya nan, tun daxu ake neman ka"" ya hade rai yace ""Ke wa ya gaya maki?"" Ta d'an yatsine fuska tace ""Tare mukayi ta neman ka ae har da Hajja, da Abba, an ma kira layin ka bae xuwa wai switch off"" shiru yayi ya ma rasa tambayar da xae kuma yi mata, ta tabe baki ta kashe tap don bucket dinta ya cika, Muhibba ce ta karaso wajen, kallo daya tai ma Junaid ta dauke kai, Empty Bucket din dake wajen ta kalla tace ""Ke wa yace ki taba min ruwan da na tara?"" Humainah ta tabe baki tace ""Oho, nima haka naga bokitin"" cike da masifa Muhibba tace ""Kar ki gaya min maganar banxa ba ni da ke bane a nan xaki wani ce baki sani ba"" hararanta Junaid yayi ya juya xae bar wajen, Muhibba ta yi ball da ruwan da Humainah ke diba, Humainah ta xaro ido tace ""lalala!",culture_and_religion,Meeting and conversation,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Kano,web_public,https://gidanlabarai.blogspot.com/,2026-03-06,"Har aka kira Magrib Junaid na kwance palon Mumy duk ya rasa yanda xae ce mata xai fita, mikewa yayi ya nufi toilet din palon yayi alwala ya fita xuwa masallaci, yana dawowa ya nufi part din Abba sanin ya shiga yanxu, Hajiya ce a parlour'n tana jera masa abincin supper a kasan lallausan rug din tsakar parlour, ya karasa ciki kansa a kasa yace ""Ina yini?"" Hade rai tayi tace ""Ka fita don Allah abinci xai ci ynxu"" tsayawa kallonta yayi, dai dai lkcn da Abba ya fito daga bedroom dinsa, Abba ya karaso cikin palon yana kallonsa, karasawa yayi inda Abba ya xauna, ya xauna daga kasa shi ma, a hankali yace ""sannu da dawowa Abba"" Abba yace ""yauwa sannu, ya aikin?"" Har lokacin bai dago ba yace ""Alhmdllh!"" Abba yace ""Gud!",household_and_care,Household activities and prayer,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Kano,web_public,https://gidanlabarai.blogspot.com/,2026-03-06,"But it is difficult to predict how, when, or to what degree someone is going to get better, the major treatment for disorders are Medication, Rehabilation, psychotherapy, and brain surgery, but we are only going for Medication and psychotherapy yanxu, by Allah's own grace xa a dace in'sha Allah"" d'an murmushi kawai junaid yayi, El-Ameen ma yayi murmushin yace ""Sai dae kuma kudin da xaka kashe fa ba na wasa bane guy, daina murmushi"" wani murmushin junaid yayi yace ""Wannan ba matsala bane, Allah ya bata Lfya"" El-Ameen ya d'aga kafada yace ""Gud!",health,health and religion,specialized_advice,,sensitive,false,,,
Hausa,latin,Nigeria,Kano,web_public,https://gidanlabarai.blogspot.com/,2026-03-06,"But kudin treatment din nawa fa?"" Junaid yace ""Thought sai ka gama xaka amshi kudi"" El-Ameen yyi murmushi yace ""Ohk let leave it then"" ?",health,medical treatment,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Kano,web_public,https://gidanlabarai.blogspot.com/,2026-03-06,"Mama jummai ta shigo palon rike da bucket tace ""Har ta shanye?"" Yace ""A'a barnatar da shi xata yi shi yasa na boye, ta koshi kuma"" mikewa yayi ya dauke bowl din yace ""Xan tafi yanxu, sai na dawo anjima mama"" ta karba bowl din tace ""Toh Allah ya tsare"" daga haka ya ja dogon hancinta yayi hanyar kofa, mikewa tayi da sauri ta bi bayansa, Mama ta saka dariya tace ""Au, toh gashi xata bi ka"" juyawa yayi da sauri yana kallonta ya galla mata harara yace ""I will knock you idan kika xo nan"" kamar ta ji me yace ta tsaya tana cixgar stones din rigarta tana kallonsa, ya juya ya fice daga parlon, mama jummai ta karaso ta kama hannunta suka koma cikin parlour'n",household_and_care,family interaction,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Kano,web_public,https://gidanlabarai.blogspot.com/,2026-03-06,"El-Ameen na fita ya rike waist a waje tunawa da yayi ai ba mota kuma bbu kudi hannunsa, tsaki yayi ya nufi main road da kafa ya tsayar da adai daita ya gaya masa anguwarsu, suna isa yace yana xuwa sannan ya shiga ya fito masa da kudi ya basa ya koma ciki, Ummi dake parlor sai binsa da kallo take bayan ta amsa gaisuwarsa tana ganin ya nufi daki tace ""Xo nan Ahmad"" komawa yayi ya xauna kasa yana kallonta yace ""Gani Ummi"" tace ""Ina kake xuwa this dayz baka xaman office?"" Ya d'an sosa kai yace ""Ummi, dama",livelihoods_and_work,Person's activities and conversation,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Kano,web_public,https://gidanlabarai.blogspot.com/,2026-03-06,""" Da sauri ya D'ago kai yace ""Ummiii!"" Tana masa mugun kallo tace ""Ehh, ni ma xan rakaka gidansu yarinyar da kaina in ma ya kama ni xan maka maganar sai inyi, kuma ba wata bace facce 'yar abokin Abban ka Fiddausi"" wani xufa ne ya shiga keto masa duk ya ma rasa abinda xae ce, da sauri yace ""Ummi ni fa na riga da na samu yarinyar da nake so"" Ummi na hararansa tace ""Wannan kuma ba matsala ta bace, sai dai kuma ka raina ma kanka hankali ba ni ba"" ya marairaice mata yace ""Ummi Allah kuwa da gaske, a gidansu junaid ma take"" Ummi tace ""Wacece kenan?"" Yayi kasa da kai a hankali yace ""Humainah take ko wa?",culture_and_religion,"family, relationships",public_interest,,safe,false,,,
Hausa,latin,Nigeria,Kano,web_public,https://gidanlabarai.blogspot.com/,2026-03-06,"kuma niece din Junaid ce"" Ummi tayi shiru tana hararansa yace ""Allah kuwa Ummi, naji kamar ina sonta"" tace ""Toh ae xanje gidansu junaid din kuwa"" bai kuma cewa komai ba sai tunani yake anya gskya ya fadi ma Ummi kuwa, can dai ya mike yace ""Bari in tafi office Ummi"", tace ""Allah ya tsare"" Karfe Hudu saura Junaid yayi parking kofar gidan El-Ameen ya fito, ya koma back seat ya cire hularsa ya ajiye da rigar khakinsa ya dauki well ironed shirt dinsa dake bayan mota don bae rasa mofti a motar ya saka sannan ya fito ya shiga gidan, Mama jummai na share parlor ita kuma tana tsaye jikin bango kamar xata shige ciki, Mama jummai tayi masa sannu da xuwa, ya amsa tare da gaisheta hankalinsa na kanta, Mama jummai tace ""ka ganta can tafi awa biyu tsaye taki xaunawa"" murmushi yayi ya karasa inda take tsaye, ya kama hannunta suka dawo parlorn ya xaunar da ita, ya rike chin dinsa da duk hannunsa biyu yana kallonta ita ma kallon nasa take, fine beard din da ya xagaye bakinsa ta kai hannunta ta taba, yayi murmushi ya kama hannun cikin nasa yana kallon manyan fararen eyeballs dinta cikin sanyin murya yace ""I will call you Jasmine!",culture_and_religion,conversation between Ummi and Junaid's niece,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Kano,web_public,https://gidanlabarai.blogspot.com/,2026-03-06,"Bude ido yayi jin an bude kofa don ko k'adan bashi da nauyin bacci, El-Ameen ne ya shigo dakin yana ganinsa ya dauke kai, kallo daya El-Ameen yayi masa yana murmushi bai ma san idonsa biyu ba ya karasa gun da take kwance a kasa, durkusawa yayi gabanta ya dagota, ta bude ido da sauri, lumshe ido yayi jin xafin jikinta a hankali yace ""Sorry, Jewel"" xata koma ta kwanta yaki saketa, ya mike ya dauketa ya nufi kan gado da ita ya kwantar, kokarin sauka ta shiga yi da kyar, ya hade rai yace ""No"" bata kuma yunkurin saukan ba, ya gyara mata kwanciya ya mike ya shiga bayi, duk wannan abun Junaid na kallonsu, ya dawo dakin rike da bowl din ruwan sanyi ya bude closet ya ciro towel karami da babba ya saka karamin cikin ruwan bowl din ya dawo kan gadon ya ajiye bowl din kan bedside drawer, ya dagota yana kallonta don idonta biyu, ya dawo da bowl din ruwan gefensa ya matse ruwan towel din a hankali yana goge mata forehead dinta da shi, kara ta saki xata sauka ya hade rai yace ""Wait!"" Bata kuma yunkurin saukan ba, haka ya ci gaba da goge jikinta da yayi xafi sosai da towel din yana mata sorry, mikewa Junaid yayi, El-Ameen ya juya da sauri ya kallesa sannan yayi saurin rufeta da bargo yace ""Ohh you weren't sleeping dama"" Junaid bai tanka sa ba ya dauke bargon da ya shimfida kasa ya mayar cikin closet, El-Ameen ya tabe baki yace ""Ni ban ma yi tunanin xan dawo in same ka ba Mumy's boy, theatre muka shiga da Abba and we came out few minutes ago, saboda nasan condition din patient dinka shi yasa na fito cikin daren nan, I ought to",household_and_care,Intimate scene,stereotypes,gender,sensitive,false,,,
Hausa,latin,Nigeria,Kano,web_public,https://gidanlabarai.blogspot.com/,2026-03-06,"Suna da tsada gaskiya or I shud just text you their names, tell you where to get them, kaje da kanka ka siyo, if you need my assistance let me know"" El-Ameen ya kare maganar yana d'aga kafada, Junaid ya mike ya dauke darduman da yayi sallah yace ""nawa ne kudin?"" El-Ameen yace ""100 nd 50k will be enough"" Junaid yace ""Alryt"" ajiye darduman yayi kan kujera ya kalli El-Ameen yace ""Na tafi, I will transfer it later in the day"" bai jira cewarsa ba ya nufi kofa ya fice daga parlorn, makullin motarsa ya ciro a aljihu ya fita waje inda ya ajiye motarsa ya bude ya shiga ya kama hanyar gida, driving kawae yake amma gaba daya hankalinsa ba ya tare da shi, bai san yanda xa su kwashe da Mumy ba, toh ina ma xai ce mata ya je, gidansu El-Ameen?",livelihoods_and_work,Commercial transaction,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Kano,web_public,https://gidanlabarai.blogspot.com/,2026-03-06,""" Mumy da har idonta sun cicciko ta kallesa cike da takaici tace ""Alhaji kar ka manta Ahmad ba mace bane da har kake tsoron ya dauko maka abun kunya, kuma mace ake ma kulle ba namiji ba, ko yau ya ga bai son xaman gidan nan yana iya barin sa ya koma duk inda yake so don namiji yake ba mace ba kuma ya mallaki hankalin kansa, ni na haifi Ahmad na kuma fi kowa sanin halinsa ko rantsuwa nayi baxan yi kaffara ba baxai aika ta mugun kaxamin kaxafin da ake son lika masa ba, I know my son"" hawaye na bin kuncinta ta kare maganan, Hajiya ta bude baki ta saki salati tana tafe hannu, Abba ya mike fuskar nan tasa a murtuke yana kallonta yace ""lallai Amina wato ni ke masa kaxafi kenan koh, to bari ki ji, wllh sati uku na basa yayi aure ya bar min gidana idan ko ba haka ba xai gane matsayina a gun sa"" mikewa Mumy tayi tana kallonsa tace ""Toh sai me, bai isa auren bane!"" wani kallon Allah wadaran shaidanin mutum ta jefa ma Hajiya ta fice daga parlon, Hajiya ta dinga salati tana cewa ""kiri kiri mutum yasan gaskiya ya danne don bai son laifin d'an sa, Allah sarki duniya"" Abba ya kalli Junaid yace ""Ka dai ji me nace maka, sati uku na baka wllh, get away"" mikewa Junaid yayi da kyar ya fita daga parlon kansa na juya masa, part din Mumy ya shiga ganin bata parlor ya shiga bedroom dinta, xaune ya sameta gefen gado tayi tagumi, ya durkushe gabanta, ya daura kansa bisa kafarta cikin sanyin murya yace ""Don Allah forgive me mum, it wasn't my intention disobeying you yesterday, I",culture_and_religion,family and relationships,public_interest,gender,sensitive,false,,,
Hausa,latin,Nigeria,Kano,web_public,https://gidanlabarai.blogspot.com/,2026-03-06,"Junaid kam wankansa yayi ya dauro alwala ya fito ya shirya cikin kananun kaya yayi la'asar a dakin sannan ya fito yayi part din Mumy, suna xaune da Humainah tana mata tsifa, Ya xauna yana kallon Mumy yace ""Ina yini Mumy"" bbu yabo bbu fallasa tace ""Lfya lau"" shiru yayi, Mumy ta hade rai tace ""Ka kyauta Ahmad ita 'yar uwar taka ka walakanta gaban idon makiyan ka koh?"" Humainah ta bata rai, sai kuma ta fashe da kuka, Mumy tace ""Ji walakanci, meye haka ke kuma"" mikewa tayi fuu ta koma dining tana rera kuka, Mumy tayi tsaki ta galla masa harara ta shige daki",household_and_care,Family and daily life,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Kano,web_public,https://gidanlabarai.blogspot.com/,2026-03-06,"Suhaima da duk ta jike da xufa ta fara kokarin kwace hannunta daga rikon da Humainah tayi mata tana cewa ""Na shiga uku ki cika ni, me na maki xaki min irin wannan sharrin?"" Banda murmushi babu abinda khadija take, Hajiya dai da kyar kafafuwanta ke daukarta ga wani kullewa da cikinta yayi, Umma kuma sai wuwwurga ido take tana xufa, Sadiya ta haura balconyn a fusace tana kallon Humainah tace ""Ke karamar 'yar iska cika mata hannu kar in baki mamaki yanxu",household_and_care,Family dispute,stereotypes,gender,sensitive,false,,,
Hausa,latin,Nigeria,Standard,web_public,https://gidanlabarai.blogspot.com/,2026-03-06,""" Humainah ta juya a hankali tana mata wani matsiyacin kallo tace ""Kambu!",culture_and_religion,response to a situation,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Kano,web_public,https://gidanlabarai.blogspot.com/,2026-03-06,""" Fitowar Abba yasa ta kasa karasawa ta fara girgije girgije ae kawae sae ta fashe da kuka tun kan ya karaso tace ""Na shiga uku ni fateema me muka tare ma mutane a gidan nan ni da 'ya yana"" A hankali Mumy tace ""Cikata Humainah"" Humainah ta girgixa kai ta cakumi rigarta tace ""Noo!",culture_and_religion,Emotional outburst,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Kano,web_public,https://gidanlabarai.blogspot.com/,2026-03-06,"Thank you"" El-ameen ya dauke kai hade da tabe baki, khadija ta fito rike da cup din tea ta ajiye tana kallon Junaid tace ""Welcm bro"" yace ""Thank you, how about you telling Hajiya you will be spending the nyt at ur frnd's place?"" Shiru tayi sannan ta langwabar da kai ta xauna tace ""Kasan Abba yana nan"" shafa kansa yayi bai ce komai ba ya dauke plate din da ta daura masa a kafa ya ajiye kasa, El-ameen ya d'aga kafada ya mike ya haura sama, kallon khadija Junaid yayi, tayi murmushi tace ""Wai yaya ka ban labarin inda Ku ka ganta mana, dama kun santa ne?"" Junaid yace ""I donno for El-ameen"" tablets dinta El-ameen ya dauko a sama ya dawo parlon, sai da ya fara shiga kitchen yayi diluting dinsu sannan ya fito, ba musu ta bude baki ya juye mata tana yatsina fuska, Khadija tayi murmushi ta daura kanta jikin Junaid a hankali tace ""I like her Ya A",household_and_care,social interaction,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Kano,web_public,https://gidanlabarai.blogspot.com/,2026-03-06,"Ya shafa kansa a hankali don yasan ko hauka yake baxae bari Mumy taji xancen mahaukaciyar nan ba, tabdi!",health,mental health,stereotypes,mental_health,sensitive,false,,,
Hausa,latin,Nigeria,Kano,web_public,https://gidanlabarai.blogspot.com/,2026-03-06,"Junaid ya girgixa kai ya juya ya fice daga parlon, shi gaba daya xaman gidan ma ya ishe sa kawai",household_and_care,someone leaving a gathering,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Standard,web_public,https://gidanlabarai.blogspot.com/,2026-03-06,"To maxa gama hada kayan ki yanxun nan Ahmad ya tafi da ke inda xai kai ki kafin Abba ya dawo su kuma hada ki da shi"" Juyawa Humainah tayi ta koma daki kamar xata yi kuka, Khadija ta fito daga daki tace ""Mumy kiyi hakuri,"" Mumy tace ""Kinga idan kin yi laifi ki daina yo wa nan khadija, sai ki tsaya can ki basu hakuri"" Khadija ta turo baki ta koma dakin su fatima",household_and_care,family and relationships,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Standard,web_public,https://gidanlabarai.blogspot.com/,2026-03-06,""" Junaid yayi dariya yace ""Ita ma bata son mai tsoron mace"" El-ameen yayi tsaki yace ""Can gidan fa nake son in je don nasan baxata ci abinci ba sai naje shine ka wani bata min lokaci"" Junaid ya tabe baki yace ""Irin kamar ka damu da ita din nan koh"" El-ameen yace ""Of course na damu, nama fi ka, kai da baka da aiki sai na bada kudi, ni kuma lokacina gaba daya na bata, a yanxu haka I know her likes nd dislikes, duk motsin da xata yi nasan me yake nufi, I've studied her more than you can imagine, kai you are only showing dat you are a millionaire kana nuna kai kadai ma xaka iya kashe ko nawa ne ba sai ka nemi assistant ba, ni kuma",culture_and_religion,Conversation about a person's behavior,stereotypes,,sensitive,false,,,
Hausa,latin,Nigeria,Kano,web_public,https://gidanlabarai.blogspot.com/,2026-03-06,"no bana bukatan sa kuma, he shud hold on to his medication, idan taje psychiatry din suma xata saba da su"" murmushi Faisal yayi, Junaid ya mike yace ""Plss ka binkitar min psychiatryn da ka ga is ohk",health,discussion of medication and psychiatry,specialized_advice,,safe,false,,,
Hausa,latin,Nigeria,Kano,web_public,https://gidanlabarai.blogspot.com/,2026-03-06,""" Dai dai sanda Sumayya ke kokarin shigowa dakin da faranti me dauke da drink da ruwa jin an ambaci Junaid ta tabe baki ta tsaya jikin kofar, El-ameen yace ""Yana gidansu!"" Faisal yayi dariya yace ""Kuna nan har yanxu kamar 'yan biyu abun ku"" El-ameen yayi murmushi yace ""Sure!"" Faisal yace ""Uhmm!"" El-ameen na kallonsa yace ""Ya aka yi?"" Faisal yayi murmushi yana girgixa kai yace ""Bana tunanin akwai abinda ya isa ya hada ka da Captain",culture_and_religion,social interaction,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Kano,web_public,https://gidanlabarai.blogspot.com/,2026-03-06,""" Faisal yace ""No pls, kar kace haka Dr, ba don Junaid xaka yi ba don Allah xaka yi",culture_and_religion,request to avoid saying something,public_interest,,sensitive,false,,,
